gene,coordinates,chromosome,strand,paralog_group
YOR023C,"[(376012, 377712)]",chrXV,-,YOR023C
YOR024W,"[(377847, 378170)]",chrXV,+,YOR024W
YOR025W,"[(378219, 379562)]",chrXV,+,YOR025W
YOR026W,"[(379781, 380806)]",chrXV,+,YOR026W
YOR027W,"[(381053, 382822)]",chrXV,+,YHR117W
YOR028C,"[(383533, 384420)]",chrXV,-,YOR028C
YOR029W,"[(384600, 384935)]",chrXV,+,YOR029W
YOR030W,"[(386825, 388684)]",chrXV,+,YOR030W
YOR031W,"[(389213, 389422)]",chrXV,+,YOR031W
YOR032C,"[(389771, 391075)]",chrXV,-,YOR032C
YOR032W-A,"[(392176, 392376)]",chrXV,+,YOR032W-A
YOR033C,"[(392416, 394524)]",chrXV,-,YGR258C
YOR034C,"[(394837, 397086)]",chrXV,-,YOR034C
YOR034C-A,"[(397426, 397668)]",chrXV,-,YOR034C-A
YOR035C,"[(397735, 400104)]",chrXV,-,YOR035C
YOR036W,"[(400348, 401214)]",chrXV,+,YOL018C
YOR037W,"[(401555, 402655)]",chrXV,+,YOR037W
YOR038C,"[(402761, 405388)]",chrXV,-,YBL008W
YOR039W,"[(405768, 406544)]",chrXV,+,YGL019W
YOR040W,"[(407064, 407921)]",chrXV,+,YOR040W
YOR041C,"[(408358, 408789)]",chrXV,-,YOR041C
YOR042W,"[(408425, 409660)]",chrXV,+,YOR042W
YOR043W,"[(410870, 412330)]",chrXV,+,YOR043W
YOR044W,"[(413007, 413480)]",chrXV,+,YOR044W
YOR045W,"[(413852, 414037)]",chrXV,+,YOR045W
YOR046C,"[(414459, 415907)]",chrXV,-,YDL031W
YOR047C,"[(416347, 417681)]",chrXV,-,YOR047C
YOR048C,"[(418630, 421650)]",chrXV,-,YGL173C
YOR049C,"[(422668, 423732)]",chrXV,-,YOR049C
YOR050C,"[(424270, 424617)]",chrXV,-,YOR050C
YOR051C,"[(424846, 426084)]",chrXV,-,YOR051C
YOR052C,"[(426772, 427224)]",chrXV,-,YOR052C
YOR053W,"[(427817, 428158)]",chrXV,+,YOR053W
YOR054C,"[(427833, 429857)]",chrXV,-,YKL088W
YOR055W,"[(429478, 429912)]",chrXV,+,YOR055W
YOR056C,"[(430247, 431626)]",chrXV,-,YOR056C
YOR057W,"[(432186, 433373)]",chrXV,+,YHR117W
YOR058C,"[(433688, 436345)]",chrXV,-,YOR058C
YOR059C,"[(438906, 440258)]",chrXV,-,YOR059C
YOR060C,"[(440390, 441163)]",chrXV,-,YOR060C
YOR061W,"[(441534, 442553)]",chrXV,+,YOR061W
YOR062C,"[(442725, 443531)]",chrXV,-,YKR075C
YOR063W,"[(444686, 445849)]",chrXV,+,YOR063W
YOR064C,"[(446079, 446738)]",chrXV,-,YOR064C
YOR065W,"[(447439, 448368)]",chrXV,+,YOR065W
YOR066W,"[(449436, 451325)]",chrXV,+,YOR066W
YOR067C,"[(451729, 453462)]",chrXV,-,YOR067C
YOR068C,"[(453869, 454213)]",chrXV,-,YOR068C
YOR069W,"[(453768, 455795)]",chrXV,+,YOR069W
YOR070C,"[(455907, 457820)]",chrXV,-,YOL112W
YOR071C,"[(459480, 461276)]",chrXV,-,YLR237W
YOR072W,"[(461502, 461816)]",chrXV,+,YOR072W
YOR072W-A,"[(461791, 462039)]",chrXV,+,YOR072W-A
YOR072W-B,"[(464469, 464630)]",chrXV,+,YOR072W-B
YOR073W,"[(464771, 466543)]",chrXV,+,YOR073W
YOR073W-A,"[(467390, 467623)]",chrXV,+,YOR073W-A
YOR074C,"[(466675, 467589)]",chrXV,-,YOR074C
YOR075W,"[(468212, 469252)]",chrXV,+,YOR075W
YOR076C,"[(469377, 471620)]",chrXV,-,YAL035W
YOR077W,"[(471899, 472597)]",chrXV,+,YOR077W
YOR078W,"[(472725, 473369)]",chrXV,+,YOR078W
YOR079C,"[(473475, 474416)]",chrXV,-,YOR079C
YOR080W,"[(474594, 476792)]",chrXV,+,YOR080W
YOR081C,"[(476939, 479188)]",chrXV,-,YOR081C
YOR082C,"[(479296, 479637)]",chrXV,-,YOR082C
YOR083W,"[(479533, 480420)]",chrXV,+,YOR083W
YOR084W,"[(480587, 481750)]",chrXV,+,YOR084W
YOR085W,"[(482033, 483085)]",chrXV,+,YML019W
YOR086C,"[(483219, 486779)]",chrXV,-,YOR086C
YOR087W,"[(487707, 489734)]",chrXV,+,YOR087W
YOR089C,"[(490196, 490828)]",chrXV,-,YFL005W
YOR090C,"[(491123, 492841)]",chrXV,-,YBL056W
YOR091W,"[(493433, 494470)]",chrXV,+,YOR091W
YOR092W,"[(495127, 496968)]",chrXV,+,YLR152C
YOR093C,"[(497506, 502452)]",chrXV,-,YOR093C
YOR094W,"[(502795, 503346)]",chrXV,+,YOR094W
YOR095C,"[(503552, 504328)]",chrXV,-,YOR095C
YOR096W,"[(505794, 505937), (506339, 506767)]",chrXV,+,YOR096W
YOR097C,"[(506978, 507505)]",chrXV,-,YOR097C
YOR098C,"[(507948, 511178)]",chrXV,-,YOR098C
YOR099W,"[(511825, 513006)]",chrXV,+,YOR099W
YOR100C,"[(513295, 514278)]",chrXV,-,YGR257C
YOR101W,"[(515244, 516173)]",chrXV,+,YCR027C
YOR102W,"[(516423, 516773)]",chrXV,+,YOR102W
YOR103C,"[(516449, 516841)]",chrXV,-,YOR103C
YOR104W,"[(517642, 518490)]",chrXV,+,YOR104W
YOR105W,"[(518195, 518521)]",chrXV,+,YOR105W
YOR106W,"[(519121, 519972)]",chrXV,+,YOL018C
YOR107W,"[(521353, 522282)]",chrXV,+,YOR107W
YOR108C-A,"[(524605, 524814)]",chrXV,-,YOR108C-A
YOR108W,"[(523027, 524841)]",chrXV,+,YOR108W
YOR109W,"[(525278, 528601)]",chrXV,+,YNL325C
YOR110W,"[(528941, 530248)]",chrXV,+,YOR110W
YOR111W,"[(530429, 531127)]",chrXV,+,YOR111W
YOR112W,"[(531508, 533793)]",chrXV,+,YGL083W
YOR113W,"[(534075, 536819)]",chrXV,+,YPR186C
YOR114W,"[(537570, 538454)]",chrXV,+,YOR114W
YOR115C,"[(538659, 539465)]",chrXV,-,YOR115C
YOR116C,"[(539763, 544145)]",chrXV,-,YDL140C
YOR117W,"[(545029, 546333)]",chrXV,+,YGL048C
YOR118W,"[(546857, 548560)]",chrXV,+,YOR118W
YOR119C,"[(548792, 550246)]",chrXV,-,YNL207W
YOR120W,"[(551114, 552052)]",chrXV,+,YMR041C
YOR121C,"[(551798, 552103)]",chrXV,-,YOR121C
YOR122C,"[(552298, 552665), (552875, 552887)]",chrXV,-,YOR122C
YOR123C,"[(553176, 554570)]",chrXV,-,YOR123C
YOR124C,"[(554824, 558642)]",chrXV,-,YER151C
YOR125C,"[(559030, 559731)]",chrXV,-,YOR125C
YOR126C,"[(559961, 560677)]",chrXV,-,YOR126C
YOR127W,"[(561170, 564193)]",chrXV,+,YBR260C
YOR128C,"[(564476, 566191)]",chrXV,-,YOR128C
YOR129C,"[(566877, 569558)]",chrXV,-,YOR129C
YOR130C,"[(569929, 570807)]",chrXV,-,YGR257C
YOR131C,"[(572182, 572838)]",chrXV,-,YOR131C
YOR132W,"[(573175, 574830)]",chrXV,+,YOR132W
YOR133W,"[(575098, 577626)]",chrXV,+,YAL035W
YOR134W,"[(578564, 579793)]",chrXV,+,YOR134W
YOR135C,"[(580159, 580500)]",chrXV,-,YOR135C
YOR136W,"[(580250, 581359)]",chrXV,+,YOR136W
YOR137C,"[(581813, 583681)]",chrXV,-,YLR361C
YOR138C,"[(584309, 586324)]",chrXV,-,YOR138C
YOR139C,"[(586950, 587342)]",chrXV,-,YOR139C
YOR140W,"[(586981, 589281)]",chrXV,+,YOR140W
YOR141C,"[(589942, 592587)]",chrXV,-,YLR085C
YOR142W,"[(593057, 594046)]",chrXV,+,YOR142W
YOR142W-A,"[(595112, 596434)]",chrXV,+,YOR142W-A
YOR142W-B,"[(595112, 596416), (596418, 600380)]",chrXV,+,YOR142W-B
YOR143C,"[(601383, 602342)]",chrXV,-,YOR143C
YOR144C,"[(602717, 605092)]",chrXV,-,YOR144C
YOR145C,"[(605347, 606171)]",chrXV,-,YOR145C
YOR146W,"[(605873, 606178)]",chrXV,+,YOR146W
YOR147W,"[(606607, 608475)]",chrXV,+,YOR147W
YOR148C,"[(608640, 609197)]",chrXV,-,YOR148C
YOR149C,"[(609838, 611388)]",chrXV,-,YNL219C
YOR150W,"[(611999, 612490)]",chrXV,+,YOR150W
YOR151C,"[(612997, 616671)]",chrXV,-,YPR010C
YOR152C,"[(617518, 618288)]",chrXV,-,YOR152C
YOR153W,"[(619840, 624375)]",chrXV,+,YOR011W
YOR154W,"[(624729, 626492)]",chrXV,+,YOR154W
YOR155C,"[(626628, 627980)]",chrXV,-,YOR155C
YOR156C,"[(628360, 630540)]",chrXV,-,YOR156C
YOR157C,"[(630966, 631751)]",chrXV,-,YGR253C
YOR158W,"[(632164, 633120)]",chrXV,+,YOR158W
YOR159C,"[(633282, 633566)]",chrXV,-,YOR159C
YOR160W,"[(633839, 636757)]",chrXV,+,YGL016W
YOR161C,"[(636939, 638558)]",chrXV,-,YOR161C
YOR161C-C,"[(639121, 639267)]",chrXV,-,YOR161C-C
YOR161W-A,"[(637574, 637654)]",chrXV,+,YOR161W-A
YOR161W-B,"[(637975, 638235)]",chrXV,+,YOR161W-B
YOR162C,"[(639560, 641992)]",chrXV,-,YKL222C
YOR163W,"[(642741, 643307)]",chrXV,+,YOR163W
YOR164C,"[(643394, 644332)]",chrXV,-,YOR164C
YOR165W,"[(644566, 646896)]",chrXV,+,YOR165W
YOR166C,"[(647126, 648502)]",chrXV,-,YOR166C
YOR167C,"[(648804, 649007)]",chrXV,-,YOR167C
YOR168W,"[(649303, 651732)]",chrXV,+,YOR168W
YOR169C,"[(651376, 651840)]",chrXV,-,YOR169C
YOR170W,"[(651858, 652163)]",chrXV,+,YOR170W
YOR171C,"[(652010, 653884)]",chrXV,-,YLR260W
YOR172W,"[(654210, 656570)]",chrXV,+,YKL222C
YOR173W,"[(657264, 658325)]",chrXV,+,YLR270W
YOR174W,"[(658747, 659601)]",chrXV,+,YOR174W
YOR175C,"[(659815, 661674)]",chrXV,-,YOR175C
YOR176W,"[(662401, 663582)]",chrXV,+,YOR176W
YOR177C,"[(665785, 667179)]",chrXV,-,YOR177C
YOR178C,"[(667860, 670241)]",chrXV,-,YLR273C
YOR179C,"[(671845, 672411)]",chrXV,-,YOR179C
YOR180C,"[(674352, 675167)]",chrXV,-,YOR180C
YOR181W,"[(675939, 677840)]",chrXV,+,YLR337C
YOR182C,"[(678191, 678379), (678791, 678793)]",chrXV,-,YLR287C-A
YOR183W,"[(678872, 679261)]",chrXV,+,YOR183W
YOR184W,"[(679357, 680544)]",chrXV,+,YFL030W
YOR185C,"[(681444, 682106)]",chrXV,-,YLR293C
YOR186C-A,"[(683329, 683538)]",chrXV,-,YOR186C-A
YOR186W,"[(683111, 683545)]",chrXV,+,YOR186W
YOR187W,"[(684030, 685343)]",chrXV,+,YAL035W
YOR188W,"[(685767, 689180)]",chrXV,+,YOR188W
YOR189W,"[(689624, 689974)]",chrXV,+,YOR189W
YOR190W,"[(690695, 692032)]",chrXV,+,YBR056W
YOR191W,"[(692475, 697334)]",chrXV,+,YOR191W
YOR192C,"[(698768, 700567)]",chrXV,-,YLR237W
YOR192C-A,"[(708416, 709732)]",chrXV,-,YOR192C-A
YOR192C-B,"[(704419, 708438), (708440, 709732)]",chrXV,-,YOR192C-B
YOR192C-C,"[(703988, 704224)]",chrXV,-,YIL060W
YOR193W,"[(710446, 711576)]",chrXV,+,YOR193W
YOR194C,"[(711683, 712543)]",chrXV,-,YOR194C
YOR195W,"[(712866, 715331)]",chrXV,+,YOR195W
YOR196C,"[(715593, 716837)]",chrXV,-,YOR196C
YOR197W,"[(717086, 718384)]",chrXV,+,YOR197W
YOR198C,"[(718653, 720065)]",chrXV,-,YOR198C
YOR199W,"[(720181, 720510)]",chrXV,+,YOR199W
YOR200W,"[(720417, 720815)]",chrXV,+,YOR200W
YOR201C,"[(720470, 721708)]",chrXV,-,YOR201C
YOR202W,"[(721946, 722608)]",chrXV,+,YOR202W
YOR203W,"[(722565, 722918)]",chrXV,+,YOR203W
YOR204W,"[(722911, 724725)]",chrXV,+,YDL031W
YOR205C,"[(725564, 727234)]",chrXV,-,YOR205C
YOR206W,"[(727512, 729644)]",chrXV,+,YOR206W
YOR207C,"[(730008, 733457)]",chrXV,-,YPR010C
YOR208W,"[(733925, 736177)]",chrXV,+,YOR208W
YOR209C,"[(736437, 737726)]",chrXV,-,YOR209C
YOR210W,"[(738320, 738532)]",chrXV,+,YOR210W
YOR211C,"[(738924, 741569)]",chrXV,-,YOR211C
YOR212W,"[(742910, 744181)]",chrXV,+,YOR212W
YOR213C,"[(744535, 745281)]",chrXV,-,YPL129W
YOR214C,"[(745593, 746303)]",chrXV,-,YOR214C
YOR215C,"[(746725, 747282)]",chrXV,-,YOR215C
YOR216C,"[(747525, 748979)]",chrXV,-,YOR216C
YOR217W,"[(749301, 751886)]",chrXV,+,YOR217W
YOR218C,"[(751476, 751895)]",chrXV,-,YOR218C
YOR219C,"[(752214, 755009)]",chrXV,-,YOR219C
YOR220W,"[(755328, 756125)]",chrXV,+,YOR220W
YOR221C,"[(756476, 757558)]",chrXV,-,YOR221C
YOR222W,"[(758330, 759253)]",chrXV,+,YGR257C
YOR223W,"[(759782, 760660)]",chrXV,+,YOR223W
YOR224C,"[(760825, 761265)]",chrXV,-,YOR224C
YOR225W,"[(761392, 761721)]",chrXV,+,YOR225W
YOR226C,"[(761614, 762084)]",chrXV,-,YOR226C
YOR227W,"[(762825, 766565)]",chrXV,+,YOR227W
YOR228C,"[(766869, 767777)]",chrXV,-,YOR228C
YOR229W,"[(768409, 769812)]",chrXV,+,YOR229W
YOR230W,"[(770800, 772113)]",chrXV,+,YOR229W
YOR231C-A,"[(773163, 773363)]",chrXV,-,YOR231C-A
YOR231W,"[(772601, 774127)]",chrXV,+,YPL140C
YOR232W,"[(774573, 775259)]",chrXV,+,YOR232W
YOR233W,"[(775846, 778248)]",chrXV,+,YDR507C
YOR234C,"[(778555, 778859), (779387, 779405)]",chrXV,-,YPL143W
YOR235W,"[(779870, 780184)]",chrXV,+,YOR235W
YOR236W,"[(780906, 781541)]",chrXV,+,YOR074C
YOR237W,"[(781994, 783298)]",chrXV,+,YAR042W
YOR238W,"[(783677, 784588)]",chrXV,+,YOR238W
YOR239W,"[(784857, 785687), (785689, 786744)]",chrXV,+,YOR239W
YOR241W,"[(786995, 788641)]",chrXV,+,YKL132C
YOR242C,"[(788742, 789857)]",chrXV,-,YOR242C
YOR243C,"[(790211, 792241)]",chrXV,-,YOR243C
YOR244W,"[(792531, 793868)]",chrXV,+,YOR244W
YOR245C,"[(794076, 795332)]",chrXV,-,YOR245C
YOR246C,"[(795801, 796793)]",chrXV,-,YBR265W
YOR247W,"[(797676, 798308)]",chrXV,+,YOR247W
YOR248W,"[(798013, 798315)]",chrXV,+,YOR248W
YOR249C,"[(798674, 800731)]",chrXV,-,YOR249C
YOR250C,"[(800970, 802307)]",chrXV,-,YLL035W
YOR251C,"[(802550, 803464)]",chrXV,-,YOR251C
YOR252W,"[(803667, 804203)]",chrXV,+,YOR252W
YOR253W,"[(804377, 804907)]",chrXV,+,YOR253W
YOR254C,"[(805032, 807023)]",chrXV,-,YOR254C
YOR255W,"[(807271, 808107)]",chrXV,+,YOR255W
YOR256C,"[(808254, 810683)]",chrXV,-,YJR126C
YOR257W,"[(811008, 811493)]",chrXV,+,YOR257W
YOR258W,"[(811671, 812324)]",chrXV,+,YOR258W
YOR259C,"[(812395, 813708)]",chrXV,-,YGL048C
YOR260W,"[(813984, 815720)]",chrXV,+,YDR211W
YOR261C,"[(815915, 816931)]",chrXV,-,YOR261C
YOR262W,"[(817292, 818335)]",chrXV,+,YOR262W
YOR263C,"[(818757, 819164)]",chrXV,-,YOR263C
YOR264W,"[(818866, 820158)]",chrXV,+,YOR264W
YOR265W,"[(820454, 820774)]",chrXV,+,YOR265W
YOR266W,"[(821023, 822294)]",chrXV,+,YOR266W
YOR267C,"[(822588, 824867)]",chrXV,-,YOR267C
YOR268C,"[(825534, 825932)]",chrXV,-,YOR268C
YOR269W,"[(826385, 827869)]",chrXV,+,YCR084C
YOR270C,"[(828052, 830574)]",chrXV,-,YMR054W
YOR271C,"[(831059, 832042)]",chrXV,-,YOR271C
YOR272W,"[(832813, 834195)]",chrXV,+,YOR272W
YOR273C,"[(834452, 836431)]",chrXV,-,YOR273C
YOR274W,"[(837674, 838960)]",chrXV,+,YOR274W
YOR275C,"[(839084, 841069)]",chrXV,-,YOR275C
YOR276W,"[(841333, 841818)]",chrXV,+,YOR276W
YOR277C,"[(841515, 841823)]",chrXV,-,YOR277C
YOR278W,"[(842817, 843644)]",chrXV,+,YOR278W
YOR279C,"[(843698, 844630)]",chrXV,-,YOR279C
YOR280C,"[(844992, 845792)]",chrXV,-,YHR049W
YOR281C,"[(846269, 847129)]",chrXV,-,YOR281C
YOR282W,"[(847000, 847320)]",chrXV,+,YOR282W
YOR283W,"[(847453, 848145)]",chrXV,+,YOR283W
YOR284W,"[(848478, 849209)]",chrXV,+,YOR284W
YOR285W,"[(849635, 850054)]",chrXV,+,YOR286W
YOR286W,"[(850280, 850729)]",chrXV,+,YOR286W
YOR287C,"[(850937, 851839)]",chrXV,-,YOR287C
YOR288C,"[(852121, 853077)]",chrXV,-,YOR288C
YOR289W,"[(853357, 854112)]",chrXV,+,YOR289W
YOR290C,"[(855147, 860258)]",chrXV,-,YPL082C
YOR291W,"[(861175, 865593)]",chrXV,+,YPL036W
YOR292C,"[(865653, 866582)]",chrXV,-,YOR292C
YOR293C-A,"[(867998, 868147)]",chrXV,-,YOR293C-A
YOR293W,"[(867098, 867149), (867587, 867852)]",chrXV,+,YMR230W
YOR294W,"[(868340, 868951)]",chrXV,+,YOR294W
YOR295W,"[(869208, 869894)]",chrXV,+,YMR233W
YOR296W,"[(870202, 874071)]",chrXV,+,YOR296W
YOR297C,"[(874743, 875321)]",chrXV,-,YOR297C
YOR298C-A,"[(877230, 877685)]",chrXV,-,YOR298C-A
YOR298W,"[(875599, 877038)]",chrXV,+,YOR298W
YOR299W,"[(878435, 880675)]",chrXV,+,YOR299W
YOR300W,"[(880575, 880883)]",chrXV,+,YOR300W
YOR301W,"[(880965, 882272)]",chrXV,+,YOR301W
YOR302W,"[(882765, 882842)]",chrXV,+,YOR302W
YOR303W,"[(882899, 884134)]",chrXV,+,YJL088W
YOR304C-A,"[(888520, 888750)]",chrXV,-,YOR304C-A
YOR304W,"[(884514, 887876)]",chrXV,+,YPL082C
YOR305W,"[(889022, 889750)]",chrXV,+,YOR305W
YOR306C,"[(889867, 891432)]",chrXV,-,YOR306C
YOR307C,"[(892731, 894092)]",chrXV,-,YER039C
YOR308C,"[(894624, 896387)]",chrXV,-,YOR308C
YOR309C,"[(896698, 897078)]",chrXV,-,YOR309C
YOR310C,"[(896825, 898360)]",chrXV,-,YOR310C
YOR311C,"[(899056, 899928)]",chrXV,-,YOR311C
YOR312C,"[(900250, 900767), (901194, 901194)]",chrXV,-,YOR312C
YOR313C,"[(901858, 902874)]",chrXV,-,YOR313C
YOR314W,"[(903043, 903372)]",chrXV,+,YOR314W
YOR314W-A,"[(904458, 904568)]",chrXV,+,YOR314W-A
YOR315W,"[(904760, 905800)]",chrXV,+,YOR315W
YOR316C,"[(906236, 907555)]",chrXV,-,YDR205W
YOR316C-A,"[(907726, 907935)]",chrXV,-,YOR316C-A
YOR317W,"[(909343, 911445)]",chrXV,+,YBR041W
YOR318C,"[(911784, 912085), (912433, 912436)]",chrXV,-,YOR318C
YOR319W,"[(912822, 913463)]",chrXV,+,YER165W
YOR320C,"[(913619, 915094)]",chrXV,-,YOR320C
YOR321W,"[(916030, 918291)]",chrXV,+,YDL095W
YOR322C,"[(918606, 921062)]",chrXV,-,YOR322C
YOR323C,"[(921535, 922905)]",chrXV,-,YOR323C
YOR324C,"[(923232, 925040)]",chrXV,-,YAL028W
YOR325W,"[(924577, 925050)]",chrXV,+,YOR325W
YOR326W,"[(925721, 930445)]",chrXV,+,YMR109W
YOR327C,"[(930734, 931081)]",chrXV,-,YKL196C
YOR328W,"[(931803, 936497)]",chrXV,+,YOR011W
YOR329C,"[(936731, 939349)]",chrXV,-,YOR329C
YOR329W-A,"[(939348, 939557)]",chrXV,+,YOR329W-A
YOR330C,"[(939621, 943385)]",chrXV,-,YOR330C
YOR331C,"[(943565, 944122)]",chrXV,-,YOR331C
YOR332W,"[(943656, 944357)]",chrXV,+,YOR332W
YOR333C,"[(944541, 944957)]",chrXV,-,YOR333C
YOR334W,"[(944596, 946008)]",chrXV,+,YPL060W
YOR335C,"[(946233, 949109)]",chrXV,-,YNL040W
YOR335W-A,"[(946568, 946648)]",chrXV,+,YOR335W-A
YOR336W,"[(949773, 953870)]",chrXV,+,YOR336W
YOR337W,"[(954344, 956623)]",chrXV,+,YOR337W
YOR338W,"[(956898, 957989)]",chrXV,+,YAL034C
YOR339C,"[(958362, 958832)]",chrXV,-,YDR177W
YOR340C,"[(959202, 960182)]",chrXV,-,YOR340C
YOR341W,"[(960987, 965981)]",chrXV,+,YDL140C
YOR342C,"[(966666, 967625)]",chrXV,-,YOR342C
YOR343C,"[(968148, 968474)]",chrXV,-,YOR343C
YOR343W-A,"[(970578, 971894)]",chrXV,+,YOR343W-A
YOR343W-B,"[(970578, 971871), (971873, 975891)]",chrXV,+,YOR343W-B
YOR344C,"[(977194, 978069)]",chrXV,-,YOR344C
YOR345C,"[(981812, 982162)]",chrXV,-,YOR345C
YOR346W,"[(981828, 984785)]",chrXV,+,YOR346W
YOR347C,"[(984942, 986462)]",chrXV,-,YOR347C
YOR348C,"[(986899, 988782)]",chrXV,-,YOR348C
YOR349W,"[(989789, 992833)]",chrXV,+,YOR349W
YOR350C,"[(992864, 994855)]",chrXV,-,YOR350C
YOR351C,"[(995018, 996511)]",chrXV,-,YKL171W
YOR352W,"[(997213, 998244)]",chrXV,+,YOR352W
YOR353C,"[(998453, 1000828)]",chrXV,-,YOR353C
YOR354C,"[(1001147, 1003225)]",chrXV,-,YOR354C
YOR355W,"[(1005137, 1006705)]",chrXV,+,YOR355W
YOR356W,"[(1007221, 1009116)]",chrXV,+,YOR356W
YOR357C,"[(1009224, 1009712)]",chrXV,-,YOR357C
YOR358W,"[(1010161, 1010889)]",chrXV,+,YOR358W
YOR359W,"[(1011189, 1012760)]",chrXV,+,YOR359W
YOR360C,"[(1013241, 1014821)]",chrXV,-,YOR360C
YOR361C,"[(1015361, 1017652)]",chrXV,-,YOR361C
YOR362C,"[(1017880, 1018746)]",chrXV,-,YGR253C
YOR363C,"[(1020222, 1023212)]",chrXV,-,YAL051W
YOR364W,"[(1023371, 1023739)]",chrXV,+,YOR364W
YOR365C,"[(1023461, 1025572)]",chrXV,-,YPL221W
YOR366W,"[(1025256, 1025609)]",chrXV,+,YOR366W
YOR367W,"[(1026007, 1026609)]",chrXV,+,YOR367W
YOR368W,"[(1026843, 1028048)]",chrXV,+,YOR368W
YOR369C,"[(1028194, 1028625)]",chrXV,-,YOR369C
YOR370C,"[(1029183, 1030994)]",chrXV,-,YER136W
YOR371C,"[(1031489, 1034182)]",chrXV,-,YOR371C
YOR372C,"[(1034807, 1036471)]",chrXV,-,YOR372C
YOR373W,"[(1036834, 1039389)]",chrXV,+,YOR373W
YOR374W,"[(1039840, 1041399)]",chrXV,+,YMR170C
YOR375C,"[(1041678, 1043042)]",chrXV,-,YDL215C
YOR376W,"[(1043191, 1043559)]",chrXV,+,YOR376W
YOR376W-A,"[(1045196, 1045351)]",chrXV,+,YOR376W-A
YOR377W,"[(1046226, 1047803)]",chrXV,+,YOR377W
YOR378W,"[(1049511, 1051058)]",chrXV,+,YOR378W
YOR379C,"[(1050726, 1051064)]",chrXV,-,YOR379C
YOR380W,"[(1051290, 1052930)]",chrXV,+,YOR380W
YOR381W,"[(1055545, 1057680)]",chrXV,+,YKL220C
YOR381W-A,"[(1058423, 1058590)]",chrXV,+,YOR381W-A
YOR382W,"[(1059531, 1059992)]",chrXV,+,YOR382W
YOR383C,"[(1060441, 1061055)]",chrXV,-,YDR534C
YOR384W,"[(1061564, 1063648)]",chrXV,+,YOR384W
YOR385W,"[(1065043, 1065915)]",chrXV,+,YMR316W
YOR386W,"[(1066839, 1068536)]",chrXV,+,YOR386W
YOR387C,"[(1069621, 1070241)]",chrXV,-,YGL258W
YOR388C,"[(1071793, 1072923)]",chrXV,-,YOR388C
YOR389W,"[(1074213, 1076087)]",chrXV,+,YPL277C
YOR390W,"[(1076784, 1077911)]",chrXV,+,YOR390W
YOR391C,"[(1078545, 1079258)]",chrXV,-,YMR322C
YOR392W,"[(1079282, 1079725)]",chrXV,+,YOR392W
YOR393W,"[(1080276, 1081589)]",chrXV,+,YMR323W
YOR394C-A,"[(1084202, 1084369)]",chrXV,-,YOR394C-A
YOR394W,"[(1082718, 1083212)]",chrXV,+,YIL011W
YOR396C-A,"[(1090015, 1090497)]",chrXV,-,YEL077W-A
YOR396W,"[(1085473, 1090863)]",chrXV,+,YPR202W
YPL001W,"[(554605, 555729)]",chrXVI,+,YPL001W
YPL002C,"[(553627, 554328)]",chrXVI,-,YPL002C
YPL003W,"[(552020, 553408)]",chrXVI,+,YPL003W
YPL004C,"[(550632, 551657)]",chrXVI,-,YPL004C
YPL005W,"[(548486, 550306)]",chrXVI,+,YPL005W
YPL006W,"[(544631, 548143)]",chrXVI,+,YPL006W
YPL007C,"[(542082, 543848)]",chrXVI,-,YPL007C
YPL008W,"[(539385, 541970)]",chrXVI,+,YPL008W
YPL009C,"[(535820, 538936)]",chrXVI,-,YPL009C
YPL010W,"[(535018, 535587)]",chrXVI,+,YPL010W
YPL011C,"[(533642, 534703)]",chrXVI,-,YPL011C
YPL012W,"[(529723, 533409)]",chrXVI,+,YPL012W
YPL013C,"[(528985, 529350)]",chrXVI,-,YPL013C
YPL014W,"[(527547, 528692)]",chrXVI,+,YPL014W
YPL015C,"[(525810, 526883)]",chrXVI,-,YOL068C
YPL016W,"[(521014, 524958)]",chrXVI,+,YPL016W
YPL017C,"[(518734, 520233)]",chrXVI,-,YPL017C
YPL018W,"[(517651, 518760)]",chrXVI,+,YPL018W
YPL019C,"[(514511, 517018)]",chrXVI,-,YJL012C
YPL020C,"[(512313, 514178)]",chrXVI,-,YPL020C
YPL021W,"[(511101, 511664)]",chrXVI,+,YPL021W
YPL022W,"[(506697, 509999)]",chrXVI,+,YPL022W
YPL023C,"[(504339, 506312)]",chrXVI,-,YPL023C
YPL024W,"[(503517, 504242)]",chrXVI,+,YPL024W
YPL025C,"[(502473, 503030)]",chrXVI,-,YPL025C
YPL026C,"[(500675, 502183)]",chrXVI,-,YDR507C
YPL027W,"[(499665, 500402)]",chrXVI,+,YPL027W
YPL028W,"[(498096, 499292)]",chrXVI,+,YPL028W
YPL029W,"[(495506, 497719)]",chrXVI,+,YPL029W
YPL030W,"[(493543, 495246)]",chrXVI,+,YPL030W
YPL031C,"[(492018, 492918), (493021, 493037)]",chrXVI,-,YDL108W
YPL032C,"[(488887, 491364)]",chrXVI,-,YHR063C
YPL033C,"[(487362, 488207)]",chrXVI,-,YPL033C
YPL034W,"[(486712, 487209)]",chrXVI,+,YPL034W
YPL035C,"[(486564, 486911)]",chrXVI,-,YPL035C
YPL036W,"[(482843, 485686)]",chrXVI,+,YPL036W
YPL037C,"[(481428, 481901)]",chrXVI,-,YDR252W
YPL038W,"[(480535, 481068)]",chrXVI,+,YPL038W
YPL038W-A,"[(480182, 480373)]",chrXVI,+,YPL038W-A
